year,entry_date,exit_date,symbol,structure,exit,holding_days,pop,entry_iv,credit_usd,max_risk_usd,pnl_usd,hold_to_expiry_pnl_usd
2020,2020-01-28,2020-03-20,EFA,iron_condor,expiry,52,0.608687,0.179069,154.16,345.84,-353.84,-353.84
2020,2020-01-28,2020-03-20,HYG,iron_condor,expiry,52,0.609866,0.075164,66.15,133.85,-141.85,-141.85
2020,2020-01-28,2020-03-20,IEF,iron_condor,expiry,52,0.542388,0.074801,88.03,111.97,-119.97,-119.97
2020,2020-01-28,2020-03-20,IWM,iron_condor,expiry,52,0.552854,0.149841,213.62,286.38,-294.38,-294.38
2020,2020-01-28,2020-02-26,LQD,iron_condor,target,29,0.662685,0.060856,88.67,411.33,40.27,-419.33
2020,2020-01-28,2020-02-25,QQQ,short_call_spread,target,28,0.743347,0.21686,117.12,382.88,84.52,113.12
2020,2020-01-28,2020-02-26,VNQ,short_call_spread,target,29,0.728809,0.167842,48.93,151.07,25.15,44.93
2020,2020-01-28,2020-02-10,XBI,short_put_spread,target,13,0.698274,0.33854,132.56,367.44,71.83,-371.44
2020,2020-01-28,2020-03-20,XLB,iron_condor,expiry,52,0.54637,0.217498,85.89,114.11,-122.11,-122.11
2020,2020-01-28,2020-02-24,XLC,short_call_spread,target,27,0.764225,0.200447,72.05,427.95,52.64,68.05
2020,2020-01-28,2020-02-05,XLF,short_put_spread,target,8,0.767454,0.190612,19.03,80.97,5.89,-84.97
2020,2020-01-28,2020-02-24,XLK,short_call_spread,target,27,0.756023,0.249133,79.73,420.27,49.58,75.73
2020,2020-01-28,2020-03-20,XLP,iron_condor,expiry,52,0.52862,0.110257,92.28,107.72,-115.72,-115.72
2020,2020-01-28,2020-02-11,XLV,short_put_spread,target,14,0.71858,0.164917,106.34,393.66,50.31,-397.66
2020,2020-01-28,2020-03-20,XLY,iron_condor,expiry,52,0.606674,0.172122,149.03,350.97,-358.97,-358.97
2020,2020-02-04,2020-03-12,GLD,iron_condor,target,37,0.581935,0.116132,185.3,314.7,141.1,-211.7
2020,2020-02-04,2020-02-24,SMH,short_call_spread,target,20,0.777537,0.352727,89.53,410.47,57.51,85.53
2020,2020-02-04,2020-03-04,XLRE,iron_condor,target,29,0.580508,0.152927,73.32,126.68,33.69,-134.68
2020,2020-02-06,2020-03-20,DIA,iron_condor,expiry,43,0.510069,0.156104,243.4,256.6,-264.6,-264.6
2020,2020-02-10,2020-02-25,FXI,short_call_spread,target,15,0.733024,0.321631,24.9,75.1,10.46,20.9
2020,2020-02-10,2020-03-20,KRE,iron_condor,expiry,39,0.533019,0.218899,91.28,108.72,-116.72,-116.72
2020,2020-02-10,2020-03-04,XLU,iron_condor,target,23,0.61797,0.095434,44.25,155.75,17.21,-163.75
2020,2020-03-09,2020-04-08,GDX,iron_condor,target,30,0.513582,0.676514,96.45,103.55,41.17,88.45
2020,2020-03-09,2020-03-12,SLV,short_call_spread,target,3,0.744645,0.395149,21.79,78.21,10.67,17.79
2020,2020-05-05,2020-06-01,AGG,iron_condor,target,27,0.598103,0.063665,70.19,129.81,31.0,62.19
2020,2020-05-05,2020-06-19,EEM,iron_condor,expiry,45,0.564676,0.331228,82.72,117.28,-17.28,-17.28
2020,2020-05-05,2020-06-19,EFA,iron_condor,expiry,45,0.58643,0.298913,180.54,319.46,-31.46,-31.46
2020,2020-05-05,2020-06-11,FXI,iron_condor,target,37,0.535207,0.298299,45.71,54.29,19.2,37.71
2020,2020-05-05,2020-06-02,GLD,iron_condor,target,28,0.540924,0.206344,223.25,276.75,103.84,215.25
2020,2020-05-05,2020-06-19,IWM,short_call_spread,target,45,0.777184,0.525292,103.07,396.93,99.07,99.07
2020,2020-05-05,2020-06-04,LQD,iron_condor,target,30,0.560691,0.21557,208.82,291.18,98.12,200.82
2020,2020-05-05,2020-06-19,SLV,iron_condor,expiry,45,0.68083,0.253575,23.85,76.15,-84.15,-84.15
2020,2020-05-05,2020-06-11,SMH,iron_condor,target,37,0.535861,0.534891,226.5,273.5,107.82,79.0
2020,2020-05-05,2020-06-18,TLT,short_put_spread,target,44,0.70445,0.196993,56.18,143.82,32.43,52.18
2020,2020-05-05,2020-05-15,VNQ,short_call_spread,target,10,0.770119,0.53553,43.65,156.35,19.04,39.65
2020,2020-05-05,2020-06-11,XLC,iron_condor,target,37,0.595226,0.314671,171.92,328.08,79.81,9.92
2020,2020-05-05,2020-06-11,XLE,short_call_spread,target,37,0.790059,0.729959,19.43,80.57,7.32,15.43
2020,2020-05-05,2020-06-18,XLF,short_call_spread,target,44,0.803778,0.520334,17.72,82.28,10.62,13.72
2020,2020-05-05,2020-06-11,XLK,iron_condor,target,37,0.582491,0.404033,186.14,313.86,101.31,66.14
2020,2020-05-05,2020-06-11,XLP,iron_condor,target,37,0.535075,0.262965,91.0,109.0,65.52,83.0
2020,2020-05-05,2020-06-04,XLU,iron_condor,target,30,0.512266,0.470402,96.75,103.25,40.86,88.75
2020,2020-05-06,2020-06-11,XLB,iron_condor,target,36,0.569348,0.475497,81.39,118.61,40.93,64.39
2020,2020-05-06,2020-06-19,XLI,iron_condor,expiry,44,0.568378,0.413465,202.09,297.91,-28.91,-28.91
2020,2020-05-06,2020-06-11,XLRE,iron_condor,target,36,0.512582,0.54656,96.66,103.34,62.27,88.66
2020,2020-05-07,2020-06-11,IEF,short_put_spread,target,35,0.76597,0.059782,33.0,167.0,14.17,29.0
2020,2020-05-07,2020-06-19,XLY,iron_condor,expiry,43,0.572968,0.33968,194.53,305.47,17.53,17.53
2020,2020-05-12,2020-06-19,HYG,iron_condor,expiry,38,0.525854,0.187135,93.39,106.61,-2.61,-2.61
2020,2020-05-12,2020-06-10,XBI,short_call_spread,target,29,0.775189,0.533018,101.49,398.51,47.77,97.49
2020,2020-05-12,2020-06-09,XLV,iron_condor,target,28,0.529707,0.290194,230.34,269.66,114.02,222.34
2020,2020-05-13,2020-06-03,GDX,short_call_spread,target,21,0.766833,0.570059,41.73,158.27,23.75,37.73
2020,2020-05-15,2020-05-26,SPY,short_put_spread,target,11,0.687483,0.3189,149.21,350.79,85.08,145.21
2020,2020-05-26,2020-06-05,KRE,short_put_spread,target,10,0.60327,0.854618,77.26,122.74,36.88,73.26
2020,2020-06-01,2020-07-13,EWZ,short_call_spread,target,42,0.794753,0.747359,19.48,80.52,7.92,15.48
2020,2020-06-22,2020-08-11,AGG,iron_condor,target,50,0.552677,0.036211,82.23,117.77,37.73,74.23
2020,2020-06-22,2020-08-20,EEM,iron_condor,target,59,0.51007,0.345616,97.13,102.87,54.25,61.13
2020,2020-06-22,2020-07-30,EFA,iron_condor,target,38,0.562147,0.333918,205.44,294.56,98.36,197.44
2020,2020-06-22,2020-08-21,GLD,iron_condor,expiry,60,0.529013,0.180962,230.65,269.35,-277.35,-277.35
2020,2020-06-22,2020-07-20,HYG,short_put_spread,target,28,0.707972,0.150241,51.74,148.26,22.58,47.74
2020,2020-06-22,2020-07-29,IEF,iron_condor,target,37,0.564035,0.059455,81.07,118.93,32.56,73.07
2020,2020-06-22,2020-08-11,LQD,iron_condor,target,50,0.610971,0.097053,158.06,341.94,74.62,150.06
2020,2020-06-22,2020-08-20,SMH,iron_condor,target,59,0.528964,0.361048,230.31,269.69,107.7,76.81
2020,2020-06-22,2020-07-20,SPY,short_put_spread,target,28,0.666341,0.3177,161.57,338.43,88.51,157.57
2020,2020-06-22,2020-08-20,XLB,iron_condor,target,59,0.520448,0.421587,94.43,105.57,52.28,86.43
2020,2020-06-22,2020-07-28,XLC,iron_condor,target,36,0.592841,0.252557,174.4,325.6,81.65,-8.6
2020,2020-06-22,2020-07-28,XLK,iron_condor,target,36,0.577889,0.316679,190.03,309.97,89.64,-114.97
2020,2020-06-22,2020-08-05,XLU,iron_condor,target,44,0.559935,0.312827,83.23,116.77,36.86,75.23
2020,2020-06-22,2020-08-10,XLV,iron_condor,target,49,0.522881,0.301518,234.58,265.42,112.3,226.58
2020,2020-06-22,2020-08-21,XLY,iron_condor,expiry,60,0.561302,0.317306,205.91,294.09,-111.09,-111.09
2020,2020-06-23,2020-08-18,IWM,short_call_spread,target,56,0.778426,0.486085,103.62,396.38,48.94,99.62
2020,2020-06-24,2020-07-06,SLV,short_put_spread,target,12,0.741177,0.359093,21.76,78.24,6.94,17.76
2020,2020-06-24,2020-08-20,XLI,iron_condor,target,57,0.516575,0.480788,238.59,261.41,147.04,185.59
2020,2020-06-25,2020-08-21,GDX,short_call_spread,expiry,57,0.794746,0.477508,36.44,163.56,-56.56,-56.56
2020,2020-06-25,2020-07-28,VNQ,short_put_spread,target,33,0.661407,0.453443,65.35,134.65,31.75,61.35
2020,2020-06-25,2020-08-21,XLP,iron_condor,expiry,57,0.553602,0.217068,86.05,113.95,-121.95,-121.95
2020,2020-07-10,2020-07-24,QQQ,short_call_spread,target,14,0.748881,0.258291,116.77,383.23,67.9,-174.23
2020,2020-07-10,2020-07-21,XLE,short_put_spread,target,11,0.705389,0.583486,26.87,73.13,10.74,22.87
2020,2020-07-10,2020-07-29,XLF,short_put_spread,target,19,0.67378,0.461717,30.47,69.53,12.28,26.47
2020,2020-07-10,2020-08-05,XLRE,iron_condor,target,26,0.581113,0.336349,78.23,121.77,33.83,70.23
2020,2020-07-15,2020-07-24,XBI,short_call_spread,target,9,0.761381,0.410022,106.55,393.45,52.86,102.55
2020,2020-07-16,2020-08-07,FXI,short_call_spread,target,22,0.774698,0.590425,21.52,78.48,7.6,17.52
2020,2020-07-20,2020-08-11,TLT,iron_condor,target,22,0.528161,0.137698,93.12,106.88,44.49,85.12
2020,2020-07-22,2020-08-07,EWZ,short_call_spread,target,16,0.758921,0.527619,22.95,77.05,8.03,18.95
2020,2020-07-23,2020-09-04,KRE,short_put_spread,target,43,0.612472,0.873201,75.38,124.62,40.61,71.38
2020,2020-08-25,2020-10-12,AGG,iron_condor,target,48,0.552873,0.06769,84.72,115.28,43.67,65.72
2020,2020-08-25,2020-10-01,EEM,iron_condor,target,37,0.517509,0.405274,95.41,104.59,44.32,87.41
2020,2020-08-25,2020-09-29,EFA,iron_condor,target,35,0.53999,0.415917,222.82,277.18,104.85,214.82
2020,2020-08-25,2020-10-09,GDX,short_put_spread,target,45,0.524065,1.309669,94.37,105.63,45.31,90.37
2020,2020-08-25,2020-10-09,GLD,short_put_spread,target,45,0.609725,0.742235,191.58,308.42,116.0,187.58
2020,2020-08-25,2020-10-05,HYG,iron_condor,target,41,0.542065,0.141469,88.88,111.12,53.33,80.88
2020,2020-08-25,2020-09-28,IEF,iron_condor,target,34,0.545114,0.083315,87.7,112.3,39.37,79.7
2020,2020-08-25,2020-09-29,LQD,iron_condor,target,35,0.558077,0.152441,208.12,291.88,97.54,200.12
2020,2020-08-25,2020-09-08,QQQ,short_call_spread,target,14,0.760133,0.413771,115.15,384.85,60.65,111.15
2020,2020-08-25,2020-09-08,SMH,short_call_spread,target,14,0.784229,0.50169,96.33,403.67,50.17,92.33
2020,2020-08-25,2020-10-01,XBI,short_put_spread,target,37,0.621717,0.763141,183.59,316.41,92.95,179.59
2020,2020-08-25,2020-10-05,XLC,iron_condor,target,41,0.557751,0.354764,208.77,291.23,105.78,200.77
2020,2020-08-25,2020-09-28,XLI,iron_condor,target,34,0.525629,0.389674,232.89,267.11,112.41,224.89
2020,2020-08-25,2020-10-01,XLK,iron_condor,target,37,0.533796,0.45513,226.97,273.03,118.85,218.97
2020,2020-08-25,2020-09-30,XLP,iron_condor,target,36,0.528695,0.222383,92.55,107.45,43.32,84.55
2020,2020-08-25,2020-09-28,XLU,iron_condor,target,34,0.542321,0.391602,88.66,111.34,36.36,80.66
2020,2020-08-25,2020-10-05,XLV,short_put_spread,target,41,0.698908,0.2646,130.81,369.19,66.42,126.81
2020,2020-08-25,2020-09-08,XLY,short_call_spread,target,14,0.771927,0.244186,85.36,414.64,42.19,81.36
2020,2020-08-26,2020-09-28,XLB,iron_condor,target,33,0.531846,0.383417,91.51,108.49,38.45,83.51
2020,2020-08-26,2020-09-30,XLRE,iron_condor,target,35,0.517601,0.463596,95.35,104.65,41.8,87.35
2020,2020-09-01,2020-09-08,SPY,short_call_spread,target,7,0.739403,0.2612,123.91,376.09,80.36,119.91
2020,2020-09-01,2020-10-16,XLE,short_put_spread,expiry,45,0.636044,0.758977,34.87,65.13,-59.63,-59.63
2020,2020-09-03,2020-09-22,FXI,short_call_spread,target,19,0.750571,0.376496,23.51,76.49,9.35,19.51
2020,2020-09-03,2020-10-05,IWM,short_put_spread,target,32,0.698906,0.333277,138.64,361.36,103.27,134.64
2020,2020-09-03,2020-10-16,SLV,short_put_spread,target,43,0.513198,1.471906,48.39,51.61,44.39,44.39
2020,2020-09-15,2020-10-05,XLF,iron_condor,target,20,0.575959,0.237621,39.46,60.54,14.25,31.46
2020,2020-10-14,2020-11-05,EWZ,short_put_spread,target,22,0.699767,0.475665,28.08,71.92,12.72,24.08
2020,2020-10-14,2020-10-22,KRE,short_put_spread,target,8,0.674038,0.502119,60.05,139.95,35.02,56.05
2020,2020-10-16,2020-11-17,TLT,iron_condor,target,32,0.514748,0.141806,96.32,103.68,50.19,88.32
2020,2020-10-19,2020-11-17,AGG,iron_condor,target,29,0.616316,0.02929,44.41,155.59,18.83,36.41
2020,2020-10-19,2020-11-20,EFA,iron_condor,expiry,32,0.625756,0.190808,127.08,372.92,-215.92,-215.92
2020,2020-10-19,2020-11-12,GLD,iron_condor,target,24,0.545534,0.21883,220.62,279.38,117.57,212.62
2020,2020-10-19,2020-11-12,HYG,iron_condor,target,24,0.615274,0.098619,64.67,135.33,35.22,56.67
2020,2020-10-19,2020-11-09,LQD,iron_condor,target,21,0.637216,0.067646,97.01,402.99,59.11,32.01
2020,2020-10-19,2020-10-27,SMH,short_call_spread,target,8,0.776765,0.387528,93.3,406.7,45.07,89.3
2020,2020-10-19,2020-11-04,XBI,short_put_spread,target,16,0.680498,0.450017,147.26,352.74,84.89,143.26
2020,2020-10-19,2020-11-12,XLB,iron_condor,target,24,0.617712,0.312286,66.42,133.58,34.67,58.42
2020,2020-10-19,2020-11-18,XLC,iron_condor,target,30,0.597989,0.347545,173.7,326.3,116.1,165.7
2020,2020-10-19,2020-11-05,XLF,short_put_spread,target,17,0.65573,0.315217,31.38,68.62,12.58,27.38
2020,2020-10-19,2020-10-27,XLI,short_call_spread,target,8,0.782846,0.268076,78.04,421.96,53.07,-91.96
2020,2020-10-19,2020-11-10,XLP,iron_condor,target,22,0.544364,0.196005,88.12,111.88,44.04,80.12
2020,2020-10-19,2020-11-06,XLU,iron_condor,target,18,0.602435,0.204675,64.59,135.41,25.14,56.59
2020,2020-10-19,2020-11-18,XLV,iron_condor,target,30,0.539606,0.266093,223.03,276.97,191.22,215.03
2020,2020-10-22,2020-11-30,IEF,iron_condor,target,39,0.527098,0.056153,92.74,107.26,39.24,44.74
2020,2020-10-22,2020-12-18,QQQ,short_call_spread,target,57,0.758924,0.408303,115.81,384.19,111.81,111.81
2020,2020-10-22,2020-10-28,XLE,short_call_spread,target,6,0.804108,0.571408,17.45,82.55,5.85,-86.55
2020,2020-10-22,2020-10-28,XLK,short_call_spread,target,6,0.767723,0.387655,95.08,404.92,46.03,91.08
2020,2020-10-22,2020-11-30,XLRE,iron_condor,target,39,0.513592,0.297843,96.37,103.63,41.6,88.37
2020,2020-10-22,2020-11-30,XLY,iron_condor,target,39,0.555251,0.3053,211.44,288.56,107.61,203.44
2020,2020-11-05,2020-12-18,EEM,iron_condor,expiry,43,0.540425,0.237428,89.11,110.89,-17.89,-17.89
2020,2020-11-05,2020-11-10,VNQ,short_put_spread,target,5,0.678982,0.248713,59.73,140.27,27.95,55.73
2020,2020-11-06,2020-12-16,SLV,short_put_spread,target,40,0.638229,0.376153,34.02,65.98,24.33,30.02
2020,2020-11-06,2020-11-16,SPY,short_put_spread,target,10,0.685938,0.2486,150.25,349.75,74.59,146.25
2020,2020-11-10,2020-12-07,FXI,iron_condor,target,27,0.52661,0.269841,46.77,53.23,18.76,38.77
2020,2020-11-12,2020-12-18,IWM,short_call_spread,expiry,36,0.753559,0.326354,111.83,388.17,-392.17,-392.17
2020,2020-11-25,2020-12-31,AGG,iron_condor,target,36,0.575244,0.048944,75.27,124.73,33.5,-7.73
2020,2020-11-25,2020-12-28,DIA,short_put_spread,target,33,0.684619,0.241335,150.15,349.85,86.42,146.15
2020,2020-11-25,2020-12-28,EFA,iron_condor,target,33,0.583021,0.221022,183.57,316.43,91.16,175.57
2020,2020-11-25,2020-12-29,HYG,iron_condor,target,34,0.591799,0.082794,72.25,127.75,30.94,64.25
2020,2020-11-25,2021-01-04,KRE,short_call_spread,target,40,0.806578,0.869113,36.85,163.15,18.92,32.85
2020,2020-11-25,2020-12-24,LQD,iron_condor,target,29,0.603841,0.093194,159.78,340.22,75.17,151.78
2020,2020-11-25,2020-12-28,XLB,iron_condor,target,33,0.532685,0.340456,91.3,108.7,37.75,83.3
2020,2020-11-25,2020-12-24,XLC,iron_condor,target,29,0.594848,0.281624,178.62,321.38,82.52,170.62
2020,2020-11-25,2020-12-30,XLI,iron_condor,target,35,0.544339,0.303418,219.93,280.07,110.99,211.93
2020,2020-11-25,2020-12-28,XLP,iron_condor,target,33,0.554333,0.174229,85.56,114.44,39.52,77.56
2020,2020-11-25,2021-01-06,XLU,iron_condor,target,42,0.552308,0.254622,84.86,115.14,42.74,76.86
2020,2020-11-25,2021-01-04,XLV,iron_condor,target,40,0.543535,0.252712,220.62,279.38,110.23,15.62
2020,2020-11-27,2020-12-08,XBI,short_put_spread,target,11,0.684984,0.375113,146.15,353.85,79.57,142.15
2020,2020-11-30,2021-01-15,SMH,short_call_spread,expiry,46,0.761697,0.36703,104.73,395.27,-337.27,-337.27
2020,2020-12-01,2020-12-17,GLD,short_put_spread,target,16,0.692375,0.292043,142.12,357.88,77.0,138.12
2021,2021-01-15,2021-02-16,EWZ,short_put_spread,target,32,0.612462,0.770665,38.04,61.96,20.11,34.04
2021,2021-01-15,2021-02-08,GDX,short_put_spread,target,24,0.631789,0.908159,70.8,129.2,32.15,66.8
2021,2021-01-15,2021-02-02,IEF,short_call_spread,target,18,0.791555,0.080758,30.6,169.4,14.7,26.6
2021,2021-01-15,2021-02-17,XLK,iron_condor,target,33,0.546294,0.378033,216.97,283.03,107.47,206.47
2021,2021-01-15,2021-02-08,XLRE,iron_condor,target,24,0.520778,0.484593,94.74,105.26,40.09,86.74
2021,2021-01-15,2021-02-09,XLY,iron_condor,target,25,0.539009,0.376304,223.9,276.1,113.34,215.9
2021,2021-01-19,2021-02-01,AGG,short_call_spread,target,13,0.775384,0.056973,28.26,171.74,12.97,24.26
2021,2021-01-19,2021-02-08,HYG,iron_condor,target,20,0.580453,0.082687,73.52,126.48,35.26,65.52
2021,2021-01-19,2021-02-12,XLB,iron_condor,target,24,0.520107,0.431473,94.94,105.06,48.58,86.94
2021,2021-01-19,2021-02-19,XLC,iron_condor,expiry,31,0.567829,0.353084,199.38,300.62,43.38,43.38
2021,2021-01-19,2021-02-08,XLF,iron_condor,target,20,0.538236,0.435286,45.43,54.57,16.44,37.43
2021,2021-01-19,2021-02-08,XLI,iron_condor,target,20,0.568661,0.339939,202.63,297.37,108.59,194.63
2021,2021-01-19,2021-02-09,XLP,iron_condor,target,21,0.511313,0.221885,97.42,102.58,43.77,89.42
2021,2021-01-19,2021-02-08,XLU,iron_condor,target,20,0.535377,0.421865,90.61,109.39,39.08,82.61
2021,2021-01-19,2021-02-09,XLV,iron_condor,target,21,0.570524,0.238382,200.39,299.61,93.87,192.39
2021,2021-01-20,2021-02-16,EFA,short_put_spread,target,27,0.730076,0.256392,105.2,394.8,53.65,101.2
2021,2021-01-20,2021-02-24,FXI,short_call_spread,target,35,0.768207,0.464295,22.28,77.72,10.38,18.28
2021,2021-01-20,2021-02-16,KRE,short_put_spread,target,27,0.625151,0.654409,73.01,126.99,32.67,69.01
2021,2021-01-20,2021-03-19,LQD,iron_condor,expiry,58,0.58786,0.107058,179.51,320.49,-328.49,-328.49
2021,2021-01-21,2021-01-27,SMH,short_call_spread,target,6,0.771653,0.457642,105.27,394.73,54.92,101.27
2021,2021-01-21,2021-02-16,XLE,short_put_spread,target,26,0.640674,0.674596,34.57,65.43,14.77,30.57
2021,2021-02-24,2021-04-15,AGG,iron_condor,target,50,0.666914,0.033113,39.42,160.58,14.02,-14.58
2021,2021-02-24,2021-04-14,EEM,short_put_spread,target,49,0.703172,0.299653,53.89,146.11,30.88,49.89
2021,2021-02-24,2021-04-01,GDX,iron_condor,target,36,0.53581,0.464833,90.82,109.18,46.74,82.82
2021,2021-02-24,2021-04-16,IEF,iron_condor,expiry,51,0.59126,0.046755,69.02,130.98,-109.98,-109.98
2021,2021-02-24,2021-04-15,TLT,short_put_spread,target,50,0.719825,0.130809,51.09,148.91,46.89,47.09
2021,2021-02-24,2021-03-30,VNQ,iron_condor,target,34,0.534615,0.176767,91.2,108.8,38.11,-28.8
2021,2021-02-24,2021-03-29,XLC,iron_condor,target,33,0.573593,0.249217,194.21,305.79,104.06,186.21
2021,2021-02-24,2021-04-16,XLI,iron_condor,expiry,51,0.56793,0.233925,201.49,298.51,-20.51,-20.51
2021,2021-02-24,2021-04-16,XLP,iron_condor,expiry,51,0.590142,0.161484,75.74,124.26,-113.26,-113.26
2021,2021-02-24,2021-03-31,XLRE,iron_condor,target,35,0.562839,0.158477,79.93,120.07,33.42,-68.07
2021,2021-02-24,2021-04-16,XLU,iron_condor,expiry,51,0.607646,0.220221,66.6,133.4,-101.9,-101.9
2021,2021-02-24,2021-03-30,XLV,iron_condor,target,34,0.557761,0.198874,209.33,290.67,107.06,53.33
2021,2021-02-24,2021-03-03,XLY,short_call_spread,target,7,0.759281,0.293249,98.82,401.18,51.14,1.32
2021,2021-02-25,2021-03-26,HYG,iron_condor,target,29,0.594432,0.081504,71.27,128.73,28.38,63.27
2021,2021-02-25,2021-04-16,XBI,short_put_spread,expiry,50,0.622119,0.685475,184.22,315.78,-64.78,-64.78
2021,2021-02-25,2021-04-16,XLB,iron_condor,expiry,50,0.550603,0.32123,86.55,113.45,-54.45,-54.45
2021,2021-02-25,2021-03-31,XLF,iron_condor,target,34,0.512033,0.345347,48.39,51.61,17.05,40.39
2021,2021-02-25,2021-03-29,XLK,iron_condor,target,32,0.546086,0.414404,218.56,281.44,109.93,210.56
2021,2021-02-26,2021-04-09,EWZ,short_call_spread,target,42,0.794054,0.686472,19.62,80.38,8.67,15.62
2021,2021-02-26,2021-03-12,IWM,short_put_spread,target,14,0.657168,0.454832,166.0,334.0,83.57,162.0
2021,2021-02-26,2021-03-31,QQQ,short_put_spread,target,33,0.664812,0.386828,162.96,337.04,81.35,158.96
2021,2021-03-01,2021-04-01,GLD,iron_condor,target,31,0.51734,0.255477,238.77,261.23,120.5,230.77
2021,2021-03-24,2021-05-12,EFA,iron_condor,target,49,0.60182,0.162039,161.62,338.38,86.58,-49.38
2021,2021-03-24,2021-05-10,FXI,short_call_spread,target,47,0.738266,0.36085,24.9,75.1,15.63,20.9
2021,2021-03-24,2021-04-29,LQD,iron_condor,target,36,0.564497,0.122653,200.07,299.93,96.61,192.07
2021,2021-03-24,2021-04-28,XLE,short_put_spread,target,35,0.678483,0.386456,29.97,70.03,11.95,25.97
2021,2021-03-31,2021-05-21,SLV,iron_condor,expiry,51,0.569482,0.356266,41.37,58.63,-19.63,-19.63
2021,2021-03-31,2021-05-19,SMH,short_put_spread,target,49,0.62303,0.693503,182.98,317.02,136.24,178.98
2021,2021-04-05,2021-04-29,KRE,short_put_spread,target,24,0.654815,0.451648,66.26,133.74,29.19,62.26
2021,2021-04-08,2021-05-12,SPY,short_call_spread,target,34,0.737917,0.1695,122.42,377.58,102.94,118.42
2021,2021-04-09,2021-05-12,DIA,short_call_spread,target,33,0.745657,0.144149,114.76,385.24,97.32,110.76
2021,2021-04-19,2021-05-06,AGG,iron_condor,target,17,0.619617,0.05265,57.81,142.19,21.12,49.81
2021,2021-04-19,2021-05-10,EEM,iron_condor,target,21,0.530758,0.292916,92.14,107.86,38.34,84.14
2021,2021-04-19,2021-05-05,EWZ,short_put_spread,target,16,0.703875,0.441119,27.77,72.23,11.17,23.77
2021,2021-04-19,2021-05-21,GLD,short_call_spread,expiry,32,0.748947,0.237379,108.37,391.63,-199.63,-199.63
2021,2021-04-19,2021-05-10,HYG,iron_condor,target,21,0.588089,0.053185,63.1,136.9,26.04,55.1
2021,2021-04-19,2021-05-10,IEF,iron_condor,target,21,0.57722,0.083614,77.25,122.75,38.08,69.25
2021,2021-04-19,2021-05-10,XLC,iron_condor,target,21,0.568439,0.277172,197.44,302.56,106.27,189.44
2021,2021-04-19,2021-05-12,XLI,short_call_spread,target,23,0.777204,0.210872,79.77,420.23,49.46,75.77
2021,2021-04-19,2021-05-20,XLK,iron_condor,target,31,0.577519,0.31922,191.61,308.39,158.07,183.61
2021,2021-04-19,2021-05-12,XLP,short_call_spread,target,23,0.756213,0.186666,40.31,159.69,24.01,36.31
2021,2021-04-19,2021-05-10,XLU,iron_condor,target,21,0.60598,0.184053,62.75,137.25,26.26,54.75
2021,2021-04-19,2021-05-11,XLV,iron_condor,target,22,0.567635,0.192428,199.94,300.06,115.3,191.94
2021,2021-04-19,2021-05-21,XLY,iron_condor,expiry,32,0.588898,0.244221,182.06,317.94,1.56,1.56
2021,2021-04-20,2021-05-07,GDX,short_put_spread,target,17,0.681493,0.521452,57.85,142.15,30.05,53.85
2021,2021-04-20,2021-05-11,VNQ,iron_condor,target,21,0.529358,0.21606,92.76,107.24,44.15,84.76
2021,2021-04-20,2021-05-20,XLB,iron_condor,target,30,0.568332,0.299389,81.2,118.8,34.59,43.2
2021,2021-04-20,2021-05-10,XLRE,iron_condor,target,20,0.580736,0.223734,75.94,124.06,37.14,67.94
2021,2021-04-21,2021-06-01,IWM,short_put_spread,target,41,0.664235,0.40533,162.11,337.89,97.2,158.11
2021,2021-04-22,2021-05-11,TLT,short_call_spread,target,19,0.745654,0.202877,47.86,152.14,22.64,43.86
2021,2021-04-22,2021-05-10,XBI,short_call_spread,target,18,0.781889,0.591444,102.77,397.23,59.53,98.77
2021,2021-04-23,2021-06-10,XLF,iron_condor,target,48,0.528596,0.240541,46.35,53.65,18.38,38.35
2021,2021-05-04,2021-06-04,QQQ,short_put_spread,target,31,0.675219,0.301353,156.66,343.34,89.95,152.66
2021,2021-05-27,2021-06-21,AGG,iron_condor,target,25,0.672616,0.032714,37.49,162.51,11.35,29.49
2021,2021-05-27,2021-06-02,EWZ,short_put_spread,target,6,0.693174,0.346073,28.95,71.05,13.93,24.95
2021,2021-05-27,2021-07-16,GDX,iron_condor,expiry,50,0.519162,0.3352,94.95,105.05,-113.05,-113.05
2021,2021-05-27,2021-07-16,GLD,iron_condor,expiry,50,0.548108,0.123499,215.97,284.03,-292.03,-292.03
2021,2021-05-27,2021-07-06,HYG,iron_condor,target,40,0.583183,0.043695,65.88,134.12,25.83,57.88
2021,2021-05-27,2021-07-13,LQD,iron_condor,target,47,0.61793,0.063066,120.78,379.22,65.27,15.78
2021,2021-05-27,2021-07-16,VNQ,iron_condor,expiry,50,0.517951,0.190361,95.36,104.64,-43.64,-43.64
2021,2021-05-27,2021-07-16,XLB,short_put_spread,expiry,50,0.745206,0.20976,40.24,159.76,-109.26,-109.26
2021,2021-05-27,2021-06-29,XLC,iron_condor,target,33,0.593726,0.216136,177.43,322.57,82.85,169.43
2021,2021-05-27,2021-07-02,XLI,iron_condor,target,36,0.561422,0.19921,205.59,294.41,98.18,188.59
2021,2021-05-27,2021-06-30,XLP,iron_condor,target,34,0.581066,0.130606,77.27,122.73,34.29,69.27
2021,2021-05-27,2021-07-16,XLRE,iron_condor,expiry,50,0.566588,0.181604,80.31,119.69,-50.69,-50.69
