date,symbol,pnl_usd,cumulative_usd
2019-09-30,GDX,15.72,15.72
2019-09-30,SLV,7.59,23.31
2019-10-21,XLC,59.1,82.41
2019-10-21,XLK,58.25,140.66
2019-10-22,XLF,10.23,150.89
2019-10-22,XLV,71.0,221.89
2019-10-23,KRE,24.44,246.33
2019-10-23,LQD,76.81,323.14
2019-10-23,XLI,80.87,404.01
2019-10-23,XLY,73.56,477.57
2019-10-24,XLB,28.67,506.24
2019-10-25,XLP,32.95,539.19
2019-10-25,XLU,28.29,567.48
2019-10-25,DIA,70.21,637.69
2019-10-28,VNQ,41.3,678.99
2019-10-28,XLRE,38.38,717.37
2019-10-28,HYG,30.98,748.35
2019-10-29,FXI,16.23,764.58
2019-10-30,AGG,38.67,803.25
2019-10-31,EEM,34.74,837.99
2019-10-31,GLD,121.92,959.91
2019-10-31,IEF,48.06,1007.97
2019-11-04,XLE,13.04,1021.01
2019-11-12,EWZ,7.87,1028.88
2019-11-15,SMH,-127.71,901.17
2019-11-15,EFA,-11.57,889.6
2019-11-15,QQQ,-266.71,622.89
2019-11-15,IWM,-405.88,217.01
2019-11-15,XBI,-419.31,-202.3
2019-11-15,SPY,-264.9,-467.2
2019-12-30,XBI,50.33,-416.87
2020-01-03,EFA,46.19,-370.68
2020-01-03,XLV,49.37,-321.31
2020-01-03,XLY,47.88,-273.43
2020-01-06,EEM,33.05,-240.38
2020-01-06,HYG,27.6,-212.78
2020-01-06,IWM,107.57,-105.21
2020-01-06,LQD,73.64,-31.57
2020-01-06,SMH,56.17,24.6
2020-01-06,XLP,17.81,42.41
2020-01-07,DIA,113.8,156.21
2020-01-07,SPY,109.95,266.16
2020-01-09,XLU,22.48,288.64
2020-01-09,XLI,39.13,327.77
2020-01-13,XLB,47.82,375.59
2020-01-14,KRE,41.19,416.78
2020-01-15,FXI,21.0,437.78
2020-01-15,EWZ,7.4,445.18
2020-01-17,QQQ,-294.36,150.82
2020-01-17,XLC,-207.96,-57.14
2020-01-17,XLK,-128.13,-185.27
2020-01-31,XLRE,31.29,-153.98
2020-02-06,GDX,38.61,-115.37
2020-02-06,SLV,18.9,-96.47
2020-02-11,XLV,50.31,-46.16
2020-02-21,GLD,-304.8,-350.96
2020-02-24,XLC,52.64,-298.32
2020-02-24,XLK,49.58,-248.74
2020-02-24,SMH,57.51,-191.23
2020-02-24,XBI,52.12,-139.11
2020-02-25,QQQ,84.52,-54.59
2020-02-25,FXI,10.46,-44.13
2020-02-26,LQD,40.27,-3.86
2020-02-26,VNQ,25.15,21.29
2020-03-04,XLU,17.21,38.5
2020-03-11,AGG,40.07,78.57
2020-03-12,EEM,24.62,103.19
2020-03-12,SLV,10.67,113.86
2020-03-20,HYG,-141.85,-27.99
2020-03-20,IEF,-119.97,-147.96
2020-03-20,IWM,-294.38,-442.34
2020-03-20,XLP,-115.72,-558.06
2020-03-20,XLY,-358.97,-917.03
2020-03-20,EFA,-382.24,-1299.27
2020-03-20,XLB,-128.35,-1427.62
2020-03-20,XLF,-62.56,-1490.18
2020-03-20,DIA,-264.6,-1754.78
2020-05-15,VNQ,19.04,-1735.74
2020-05-26,SPY,85.08,-1650.66
2020-05-27,XLRE,23.64,-1627.02
2020-06-01,AGG,31.0,-1596.02
2020-06-02,GLD,103.84,-1492.18
2020-06-03,GDX,23.75,-1468.43
2020-06-04,LQD,98.12,-1370.31
2020-06-05,KRE,36.88,-1333.43
2020-06-09,XLV,114.02,-1219.41
2020-06-10,XBI,47.77,-1171.64
2020-06-11,FXI,19.2,-1152.44
2020-06-11,SMH,107.82,-1044.62
2020-06-11,XLC,79.81,-964.81
2020-06-11,XLE,7.32,-957.49
2020-06-11,XLK,101.31,-856.18
2020-06-11,XLP,65.52,-790.66
2020-06-11,XLB,40.93,-749.73
2020-06-11,IEF,14.17,-735.56
2020-06-11,XLU,36.94,-698.62
2020-06-18,TLT,32.43,-666.19
2020-06-18,XLF,10.62,-655.57
2020-06-19,EFA,-31.46,-687.03
2020-06-19,IWM,99.07,-587.96
2020-06-19,EEM,-21.0,-608.96
2020-06-19,XLY,17.53,-591.43
2020-06-19,HYG,-2.61,-594.04
2020-06-19,SLV,-66.29,-660.33
2020-06-19,XLI,-240.47,-900.8
2020-07-06,SLV,6.94,-893.86
2020-07-13,EWZ,7.92,-885.94
2020-07-17,XLU,22.31,-863.63
2020-07-20,HYG,22.58,-841.05
2020-07-20,SPY,88.51,-752.54
2020-07-24,QQQ,67.9,-684.64
2020-07-24,XBI,52.86,-631.78
2020-07-28,XLC,81.65,-550.13
2020-07-28,XLK,89.64,-460.49
2020-07-28,VNQ,31.75,-428.74
2020-07-28,XLRE,18.07,-410.67
2020-07-29,XLF,12.28,-398.39
2020-07-30,EFA,98.36,-300.03
2020-08-03,IEF,40.39,-259.64
2020-08-07,FXI,7.6,-252.04
2020-08-07,EWZ,8.03,-244.01
2020-08-10,XLV,112.3,-131.71
2020-08-11,AGG,37.73,-93.98
2020-08-11,LQD,74.62,-19.36
2020-08-11,TLT,44.49,25.13
2020-08-18,IWM,48.94,74.07
2020-08-20,EEM,54.25,128.32
2020-08-20,SMH,107.7,236.02
2020-08-20,XLB,52.28,288.3
2020-08-20,XLI,147.04,435.34
2020-08-21,GLD,-277.35,157.99
2020-08-21,XLY,-111.09,46.9
2020-08-21,GDX,-56.56,-9.66
2020-08-21,XLP,-44.81,-54.47
2020-09-04,KRE,40.61,-13.86
2020-09-08,QQQ,60.65,46.79
2020-09-08,SMH,50.17,96.96
2020-09-08,XLY,42.19,139.15
2020-09-08,SPY,80.36,219.51
2020-09-18,XLE,-68.71,150.8
2020-09-22,FXI,9.35,160.15
2020-09-28,XLI,112.41,272.56
2020-09-28,XLU,36.36,308.92
2020-09-28,XLB,38.45,347.37
2020-09-28,IEF,30.11,377.48
2020-09-29,EFA,104.85,482.33
2020-09-30,XLP,43.32,525.65
2020-09-30,XLRE,41.8,567.45
2020-10-01,EEM,44.32,611.77
2020-10-01,XLK,118.85,730.62
2020-10-05,HYG,53.33,783.95
2020-10-05,XLC,105.78,889.73
2020-10-05,XLV,66.42,956.15
2020-10-05,LQD,97.88,1054.03
2020-10-05,IWM,103.27,1157.3
2020-10-05,XLF,14.25,1171.55
2020-10-09,GDX,45.31,1216.86
2020-10-09,GLD,116.0,1332.86
2020-10-16,SLV,44.39,1377.25
2020-10-22,KRE,35.02,1412.27
2020-10-27,SMH,45.07,1457.34
2020-10-27,XLI,53.07,1510.41
2020-10-28,XLE,5.85,1516.26
2020-10-28,XLK,46.03,1562.29
2020-11-04,XBI,84.89,1647.18
2020-11-06,XLU,25.14,1672.32
2020-11-09,XLF,16.22,1688.54
2020-11-10,XLP,44.04,1732.58
2020-11-11,XLRE,22.91,1755.49
2020-11-12,XLB,34.67,1790.16
2020-11-16,SPY,74.59,1864.75
2020-11-17,EWZ,12.87,1877.62
2020-11-18,XLV,191.22,2068.84
2020-11-30,XLY,107.61,2176.45
2020-12-01,HYG,33.93,2210.38
2020-12-01,LQD,67.81,2278.19
2020-12-07,FXI,18.76,2296.95
2020-12-08,VNQ,43.7,2340.65
2020-12-08,XBI,79.57,2420.22
2020-12-10,AGG,38.66,2458.88
2020-12-14,XLC,118.19,2577.07
2020-12-16,SLV,24.33,2601.4
2020-12-18,QQQ,111.81,2713.21
2020-12-18,EEM,-17.89,2695.32
2020-12-18,EFA,-89.08,2606.24
2020-12-18,GLD,70.77,2677.01
2020-12-18,IWM,-392.17,2284.84
2020-12-28,DIA,86.42,2371.26
2020-12-28,XLB,37.75,2409.01
2020-12-28,XLP,39.52,2448.53
2020-12-30,XLI,110.99,2559.52
2021-01-04,KRE,18.92,2578.44
2021-01-04,XLV,110.23,2688.67
2021-01-06,XLU,42.74,2731.41
2021-01-15,SMH,-337.27,2394.14
2021-01-27,SMH,54.92,2449.06
2021-02-01,AGG,12.97,2462.03
2021-02-02,IEF,14.7,2476.73
2021-02-03,HYG,24.56,2501.29
2021-02-04,EFA,84.23,2585.52
2021-02-08,XLF,16.44,2601.96
2021-02-08,XLI,108.59,2710.55
2021-02-09,XLY,113.34,2823.89
2021-02-09,XLV,93.87,2917.76
2021-02-12,XLB,48.58,2966.34
2021-02-16,EWZ,20.11,2986.45
2021-02-16,KRE,32.67,3019.12
2021-02-16,XLE,14.77,3033.89
2021-02-17,XLK,107.47,3141.36
2021-02-19,XLC,43.38,3184.74
2021-02-24,FXI,10.38,3195.12
2021-02-26,XLRE,39.33,3234.45
2021-03-03,XLY,51.14,3285.59
2021-03-08,LQD,57.77,3343.36
2021-03-09,XLU,46.49,3389.85
2021-03-12,IWM,83.57,3473.42
2021-03-26,EFA,83.29,3556.71
2021-03-29,XLC,104.06,3660.77
2021-03-30,VNQ,38.11,3698.88
2021-03-31,XLF,17.05,3715.93
2021-03-31,XLK,97.18,3813.11
2021-04-09,EWZ,8.67,3821.78
2021-04-12,GDX,16.2,3837.98
2021-04-14,EEM,30.88,3868.86
2021-04-16,XLI,-20.51,3848.35
2021-04-16,XLB,-54.45,3793.9
2021-04-16,XLP,-165.42,3628.48
2021-04-28,XLE,11.95,3640.43
2021-04-28,HYG,26.1,3666.53
2021-04-29,KRE,29.19,3695.72
2021-05-03,QQQ,61.94,3757.66
2021-05-04,XBI,52.51,3810.17
2021-05-04,AGG,18.96,3829.13
2021-05-05,EWZ,11.17,3840.3
2021-05-07,GDX,30.05,3870.35
2021-05-10,FXI,15.63,3885.98
2021-05-10,TLT,27.54,3913.52
2021-05-10,EFA,89.8,4003.32
2021-05-10,XLC,106.27,4109.59
2021-05-11,VNQ,44.15,4153.74
2021-05-12,XLU,46.55,4200.29
2021-05-12,XLV,106.84,4307.13
2021-05-12,SPY,102.94,4410.07
2021-05-12,DIA,97.32,4507.39
2021-05-12,XLI,49.46,4556.85
2021-05-12,XLP,24.01,4580.86
2021-05-12,EEM,23.83,4604.69
2021-05-19,SMH,136.24,4740.93
2021-05-20,XLK,158.07,4899.0
2021-05-20,XLB,34.59,4933.59
2021-05-21,XLRE,-0.87,4932.72
2021-05-21,GLD,-394.39,4538.33
2021-05-21,XLY,1.56,4539.89
2021-05-25,LQD,83.02,4622.91
2021-06-01,IWM,76.97,4699.88
2021-06-01,IEF,32.91,4732.79
2021-06-02,EWZ,13.93,4746.72
2021-06-07,SLV,16.41,4763.13
2021-06-10,XLF,18.38,4781.51
2021-06-11,XLK,47.38,4828.89
2021-06-17,DIA,66.38,4895.27
2021-06-21,AGG,11.35,4906.62
2021-06-24,SMH,76.85,4983.47
2021-06-29,XLC,82.85,5066.32
2021-06-30,XLP,34.29,5100.61
2021-07-01,XBI,71.88,5172.49
2021-07-02,XLI,98.18,5270.67
2021-07-06,HYG,25.83,5296.5
2021-07-06,XLU,34.28,5330.78
2021-07-06,FXI,10.81,5341.59
2021-07-07,EFA,101.99,5443.58
2021-07-16,GDX,-113.05,5330.53
2021-07-16,GLD,-292.03,5038.5
2021-07-16,VNQ,-43.64,4994.86
2021-07-16,XLB,-109.26,4885.6
2021-07-16,XLRE,-50.69,4834.91
2021-07-16,XLV,-23.16,4811.75
2021-07-16,TLT,-114.01,4697.74
2021-07-16,XLE,-70.8,4626.94
2021-07-16,KRE,-111.28,4515.66
2021-07-26,LQD,78.84,4594.5
2021-08-05,XLF,12.44,4606.94
2021-08-06,IEF,42.23,4649.17
2021-08-06,XLP,28.8,4677.97
2021-08-09,XLY,89.62,4767.59
2021-08-09,XLRE,36.88,4804.47
2021-08-09,GDX,17.63,4822.1
2021-08-10,XLK,84.69,4906.79
2021-08-12,HYG,28.09,4934.88
2021-08-16,AGG,50.24,4985.12
2021-08-16,XLE,12.93,4998.05
2021-08-17,XLC,115.66,5113.71
2021-08-18,KRE,25.58,5139.29
2021-08-19,XLB,22.72,5162.01
2021-08-20,EEM,-120.5,5041.51
2021-08-20,XLU,-29.56,5011.95
2021-08-20,XLV,-307.15,4704.8
2021-08-30,XLI,125.45,4830.25
2021-08-30,EFA,91.11,4921.36
2021-08-30,SMH,77.11,4998.47
2021-08-31,TLT,21.86,5020.33
2021-09-10,SPY,80.69,5101.02
2021-09-13,GLD,59.84,5160.86
2021-09-16,XLY,62.7,5223.56
2021-09-16,XLU,19.04,5242.6
2021-09-20,FXI,9.12,5251.72
2021-09-20,QQQ,90.83,5342.55
2021-09-22,LQD,76.63,5419.18
2021-09-22,HYG,26.93,5446.11
2021-09-28,XBI,51.48,5497.59
2021-09-29,SLV,5.44,5503.03
2021-10-05,XLF,23.8,5526.83
2021-10-07,XLB,51.89,5578.72
2021-10-07,XLC,106.93,5685.65
2021-10-07,XLK,92.14,5777.79
2021-10-08,EEM,41.73,5819.52
2021-10-08,KRE,30.99,5850.51
2021-10-12,XLP,43.37,5893.88
2021-10-12,XLRE,50.47,5944.35
